ID,Title,Definition
1002985340,Gonococcal infection of anus,This is a species of Gram-negative coffee bean-shaped diplococci bacteria responsible for the sexually transmitted infection gonorrhoea. This diagnosis is of the anus.
1332021123,Gonococcal pharyngitis,No definition available
282316876,Acute gonococcal pharyngitis,No definition available
1505778051,Gonococcal infection of eye,This is a species of Gram-negative coffee bean-shaped diplococci bacteria responsible for the sexually transmitted infection gonorrhoea. This diagnosis is of the eye.
949004545,Gonococcal anterior uveitis,"This is broadly defined as inflammation of the uvea. The uvea consists of the middle, pigmented, vascular structures of the eye and includes the iris, ciliary body, and choroid."
884042621,Gonococcal conjunctivitis,No definition available
775287300,Gonococcal conjunctivitis neonatorum,No definition available
1255177601,Neonatal conjunctivitis or dacryocystitis due to Neisseria gonorrhoeae,This is a form of conjunctivitis contracted by newborns during delivery. The baby's eyes are contaminated during passage through the birth canal from a mother infected with either Neisseria gonorrhoeae. This diagnosis is due to a species of Gram-negative coffee bean-shaped diplococci bacteria responsible for the sexually transmitted infection gonorrhoea.
200847304,Gonococcal keratitis,No definition available
516596722,Keratitis blennorrhagica,No definition available
899013388,Gonococcal brain abscess,"This is a gonococcal abscess caused by inflammation and collection of infected material, coming from local (ear infection, dental abscess, infection of paranasal sinuses, infection of the mastoid air cells of the temporal bone, epidural abscess) or remote (lung, heart, kidney etc.) infectious sources, within the brain tissue."
1009708041,Gonococcal endocarditis,"This is a gonococcal inflammation of the inner layer of the heart, the endocardium. It usually involves the heart valves (native or prosthetic valves)."
959666151,Gonococcal myocarditis,Bacterial myocarditis (bacterial inflammatory cardiomyopathy) due to Neisseria gonorrhoeae.
1679606044,Gonococcal pericarditis,This is a gonococcal inflammation of the pericardium (the fibrous sac surrounding the heart). A characteristic chest pain is often present.
1740879455,Pneumonia due to Neisseria gonorrhoeae,No definition available
898617259,Neisseria gonorrhoeae dacryoadenitis,This is a species of Gram-negative coffee bean-shaped diplococci bacteria responsible for the sexually transmitted infection gonorrhoea. This diagnosis is with inflammation of the lacrimal glands (the tear-producing glands).
769023988,Gonococcal meningitis,No definition available
935466648,Gonococcal skin lesions,No definition available
2046292009,Disseminated gonococcal infection,"Disseminated gonococcal infection occurs when there is bacteremic dissemination of Neisseria gonorrhoeae from its initial focus of infection mainly in female pelvic organs. It manifests as pain and swelling around one or more joints, intermittent crops of erythematous papules and pustules on the limbs, fever and rigors. Blood cultures may be but are not always positive."
1477699562,"Gonorrhoea complicating pregnancy, childbirth or the puerperium",No definition available
251474152,Sexually transmissible infections due to chlamydia,"An infection with the gram-negative intracellular bacteria Chlamydia trachomatis. This infection may be asymptomatic or characterised by fever, painful urination, urinary urgency, dyspareunia, vaginal bleeding or discharge, pain in the abdomen in females and by fever, urethritis, painful urination, discharge from the penis, swollen or tender testicles in males. Transmission is by anal, vaginal, or oral sex. Confirmation is by identification of Chlamydia trachomatis."
1090786293,Chlamydial lymphogranuloma,"A disease of the inguinal lymph glands, caused by an infection with the gram-negative bacteria Chlamydia trachomatis. This disease is characterised by a genital ulcer, buboes, abscesses in the groin, blood in faeces, tenesmus, or proctocolitis. Transmission is by sexual contact. Confirmation is by identification of Chlamydia trachomatis in a blood sample or by polymerase chain reaction tests."
900285196,Non-ulcerative sexually transmitted chlamydial infection,No definition available
84157674,Sexually transmitted diseases due to Chlamydia trachomatis,No definition available
806511043,Chlamydial infection of lower genitourinary tract,No definition available
1634408733,Chlamydial cystitis or urethritis,This is a common sexually transmitted infection (STI) in humans caused by the bacterium Chlamydia trachomatis. This diagnosis is with cystitis and urethritis.
1004668578,Chlamydial urethritis,No definition available
403019899,Chlamydial cystitis,No definition available
788143587,Chlamydial vulvovaginitis,This is a common sexually transmitted infection (STI) in humans caused by the bacterium Chlamydia trachomatis. This diagnosis is with an inflammation of the vagina.
1404094160,Chlamydia vaginitis,No definition available
1834411160,Chlamydia vulvitis,No definition available
209309574,Chlamydial cervicitis,This is a common sexually transmitted infection (STI) in humans caused by the bacterium Chlamydia trachomatis. This diagnosis is with an inflammation of the uterine cervix.
1431940183,Chlamydial infection of internal reproductive organs,No definition available
2063433826,Chlamydial female pelvic inflammatory disease,This is a common sexually transmitted infection (STI) in humans caused by the bacterium Chlamydia trachomatis. This diagnosis is of the internal reproductive organs.
681615037,Chlamydial salpingitis,No definition available
158852401,Chlamydial endometritis,No definition available
426327197,Chlamydial infection of male internal reproductive organs,This is a common sexually transmitted infection (STI) in humans caused by the bacterium Chlamydia trachomatis. This diagnosis is of the male internal reproductive organs.
160907582,Chlamydial epididymitis,"This is a common sexually transmitted infection (STI) in humans caused by the bacterium Chlamydia trachomatis. This diagnosis is with a condition characterised by discomfort or pain in of the epididymis, a curved structure at the back of the testicle in which sperm matures and is stored."
95847234,Chlamydial orchitis,This is a common sexually transmitted infection (STI) in humans caused by the bacterium Chlamydia trachomatis. This diagnosis is with inflammation of the testes.
488174955,Male chlamydial pelviperitonitis,No definition available
1153380670,Chlamydial infection of anus or rectum,This is a common sexually transmitted infection (STI) in humans caused by the bacterium Chlamydia trachomatis. This diagnosis is with infection of anus and rectum.
1831707240,Chlamydial infection of rectum,This is an inflammation of rectum caused by infection with Chlamydia Trachomatis.
953526441,Chlamydial infection of anus,No definition available
